"FOLLOWERCOUNT","FOLLOWINGCOUNT","FULLNAME","ISFOLLOWED","ISPRIVATE","POSTCOUNT","STATUS","USERID","USERNAME"
"104","382","","false","false","6","Added to follower list.","","spirationala"
"1087","847","","false","false","344","Added to follower list.","","doturbo"
"822","564","","false","false","566","Added to follower list.","","xchrista143"
"1519","1479","","false","false","148","Added to follower list.","","bria_tortilla"
"2521","400","","false","false","138","Removed because follower more than maximum follower","","lunaweerman"
"33","83","","false","false","6","Added to follower list.","","lex.vos.35"
"2663","7350","","false","false","3394","Removed because follower more than maximum follower","","asmaah555.2015"
"157","295","","false","true","4","Removed because private","","empje12345"
"398","552","","false","true","18","Removed because private","","nikkivm_"
"7624","991","","false","false","269","Removed because follower more than maximum follower","","thesmilingblonde"
"1741","1548","","false","true","455","Removed because private","","sumwalker"
"1048","438","","false","false","131","Added to follower list.","","ju.liamaya"
"675","5799","","false","false","15","Added to follower list.","","francoderoma_"
"1694","1784","","false","false","348","Added to follower list.","","jacktan__88"
"935","79","","false","true","280","Removed because private","","saloua.mehdi"
"203","1491","","false","false","30","Added to follower list.","","thedrivenway"
"653","3412","","false","false","1","Removed because considered as bot","","world_widerecord_tomato"
"54","13","","false","false","3","Added to follower list.","","vegan_sabina_"
"72","277","","false","false","42","Added to follower list.","","pic_and_ink"
"55","225","","false","false","22","Added to follower list.","","pictures__random_"
"2314","4664","","false","false","1434","Removed because follower more than maximum follower","","shairmyworld"
"90","172","","false","false","23","Added to follower list.","","arturofinephotos"
"46","208","","false","false","8","Added to follower list.","","kasya.6.14"
"30","72","","false","false","8","Added to follower list.","","lemarbleduff"
"486","5680","","false","false","25","Added to follower list.","","martomusic"
"267","1557","","false","false","52","Added to follower list.","","studiolalaland"
"31","128","","false","true","155","Removed because private","","janvannieuwenhuizen"
"187","207","","false","false","109","Added to follower list.","","estancialasilleta"
"96","167","","false","false","6","Added to follower list.","","holdub.official"
"114","28","","false","false","24","Added to follower list.","","doortanno"
"11546","2993","","false","false","479","Removed because follower more than maximum follower","","shaheerahmedphotography"
"433","667","","false","true","74","Removed because private","","paulrekers"
"819","491","","false","true","180","Removed because private","","brydenzeldin"
"183","2239","","false","false","1","Removed because considered as bot","","andrewexperiment"
"447","1959","","false","false","203","Added to follower list.","","jimmy_ace_i"
"9407","2338","","false","false","818","Removed because follower more than maximum follower","","cruzyloliproducciones"
"791","620","","false","true","86","Removed because private","","fevrstg"
"642","5707","","false","false","20","Added to follower list.","","josemanuel3379"
"1075","221","","false","false","13","Added to follower list.","","yanrw"
"1042","1317","","false","false","17","Added to follower list.","","celiaxchase"
"275","1025","","false","false","35","Added to follower list.","","veganizedballerina"
"1077","1040","","false","false","79","Added to follower list.","","timromanlaan"
"1087","950","","false","false","83","Added to follower list.","","lauuuw_"
"262","578","","false","false","16","Added to follower list.","","_auspices_"
"399","455","","false","true","20","Removed because private","","sannedeblok"
"1578","909","","false","true","104","Removed because private","","joanarcsc"
"71","3027","","false","false","8","Added to follower list.","","nickiminajempiiiirreeee"
"896","6025","","false","false","13","Added to follower list.","","alissabanksricegum"
"7","591","","false","false","0","Removed because considered as bot","","guapoossmid"
"20","899","","false","true","1","Removed because private","","masudbarzani121"
"11","877","","false","false","0","Removed because considered as bot","","emlaai223"
"120","2422","","false","true","30","Removed because private","","shadesofflove"
"663","6232","","false","false","1","Removed because considered as bot","","can_tom_holland_get_100k_likes"
"152","971","","false","false","22","Added to follower list.","","champagneppapppi"
"15","599","","false","false","0","Removed because considered as bot","","rominalilan"
"85","661","","false","false","3","Removed because considered as bot","","journeysmemoriies"
"0","171","","false","false","0","Removed because considered as bot","","krkrnrnnerm2"
"46","7501","","false","false","1","Removed because considered as bot","","lifec2291"
"881","7488","","false","false","3","Removed because considered as bot","","7aji_sulltan"
"13388","6704","","false","false","70","Removed because follower more than maximum follower","","todemochila"
"680","775","","false","false","25","Added to follower list.","","thestitchnbitchapparel"
"5420","2241","","false","false","19","Removed because follower more than maximum follower","","brworkout"
"110","180","","false","false","58","Added to follower list.","","octoplod"
"1190","1261","","false","false","350","Added to follower list.","","akshaybi97"
"343","358","","false","false","2","Removed because considered as bot","","saiho85"
"820","620","","false","false","347","Added to follower list.","","ahmed.adbox"
"31","73","","false","false","30","Added to follower list.","","konfiguracje"
"74","93","","false","false","31","Added to follower list.","","watayosy"
"1343","3282","","false","false","40","Added to follower list.","","handmadebyfatima"
"1068","2587","","false","false","311","Added to follower list.","","eagerbeevers"
"2264","6054","","false","false","288","Removed because follower more than maximum follower","","amjad_mor"
"43","94","","false","true","9","Removed because private","","kat.bakes6"
"1298","3281","","false","false","790","Added to follower list.","","sawitskajaaa"
"559","5695","","false","false","9","Added to follower list.","","cristiangomez4407"
"253","272","","false","false","1680","Added to follower list.","","bingbanglife"
"37","43","","false","false","42","Added to follower list.","","joycehexx"
"139","201","","false","false","26","Added to follower list.","","ramonsistilha"
"843","2342","","false","false","77","Added to follower list.","","_mohmmad.javad_"
"179","531","","false","false","63","Added to follower list.","","eddie_viv"
"902","1467","","false","false","29","Added to follower list.","","srah_27"
"116","157","","false","false","78","Added to follower list.","","gerraijmakers"
"126","366","","false","false","109","Added to follower list.","","void_ux"
"113","367","","false","false","28","Added to follower list.","","landon_hamil"
"104","178","","false","true","45","Removed because private","","lbrindley0409"
"2357","1401","","false","false","24","Removed because follower more than maximum follower","","lele.chagass"
"399","2936","","false","false","73","Added to follower list.","","caduoliveira0512"
"1217","4156","","false","false","44","Added to follower list.","","vegannathi"
"1270","6120","","false","false","33","Added to follower list.","","youngian_"
"159","770","","false","false","56","Added to follower list.","","panal_store"
"72","272","","false","false","18","Added to follower list.","","herohobbylife5"
"267","2137","","false","false","6","Added to follower list.","","florica.stoica.754570"
"844","1596","","false","false","108","Added to follower list.","","noeliaplazac"
"4013","1010","","false","false","180","Removed because follower more than maximum follower","","dutchwnderer"
"2882","4282","","false","true","88","Removed because private","","king_of_royal251"
"568","569","","false","true","280","Removed because private","","janavgeest"
"823","1233","","false","false","469","Added to follower list.","","kazimdenizsahin"
"736","1515","","false","false","60","Added to follower list.","","santiagomaspons"
"281","196","","false","false","109","Added to follower list.","","mirko_around_world"
"20","139","","false","false","6","Added to follower list.","","frederick_the_cow"
"150","369","","false","true","380","Removed because private","","rosbyounggg"
"2006","6233","","false","false","244","Removed because follower more than maximum follower","","love_nature_and_travel"
"697","3928","","false","false","128","Added to follower list.","","vannajessie_"
"163","240","","false","false","4","Added to follower list.","","erik_eggink_"
"1767","1580","","false","false","127","Added to follower list.","","mireillesanches"
"194","980","","false","false","46","Added to follower list.","","daud__mirza__6_3_3_"
"1301","1255","","false","false","29","Added to follower list.","","fioreveganismo"
"1182","614","","false","false","212","Added to follower list.","","zoe.pena"
"4389","544","","false","false","397","Removed because follower more than maximum follower","","yasminearabella"
"333","687","","false","false","0","Removed because considered as bot","","moalaauddin"
"282","1684","","false","false","340","Added to follower list.","","see_savannah"
"198","747","","false","true","20","Removed because private","","zuuzzzzannka"
"50","160","","false","false","10","Added to follower list.","","reigaridotama"
"378","582","","false","false","202","Added to follower list.","","shorestone_photography"
"857","562","","false","false","24","Added to follower list.","","poiint_of_view"
"1565","1269","","false","true","218","Removed because private","","pitt_to_fit"
"275","1292","","false","false","14","Added to follower list.","","snowcrew_abruzzo"
"20805","6222","","false","false","522","Removed because follower more than maximum follower","","connie.rose.art"
"9239","2662","","false","false","5","Removed because follower more than maximum follower","","thegratitudeclub_"
"10981","7462","","false","false","54","Removed because follower more than maximum follower","","brianleemarketing"
"495","209","","false","false","141","Added to follower list.","","jpvanderstouwe"
"312","2041","","false","true","217","Removed because private","","laydeeday"
"1218","891","","false","false","191","Added to follower list.","","sophieguusje"
"116","407","","false","false","21","Added to follower list.","","angelthewitchyhippie"
"229","734","","false","false","56","Added to follower list.","","thefamerider070"
"428","1402","","false","false","26","Added to follower list.","","snp_official_"
"246","585","","false","false","98","Added to follower list.","","_darja___"
"1065","757","","false","true","143","Removed because private","","daycgoncalves"
"15927","1165","","false","false","648","Removed because follower more than maximum follower","","hina_htrbosh"
"982","1063","","false","true","495","Removed because private","","alexis_andez"
"4923","1496","","false","false","614","Removed because follower more than maximum follower","","iamtforbes"
"456","497","","false","false","636","Added to follower list.","","lizzy_evita"
"328","1429","","false","false","37","Added to follower list.","","vegan_project2019"
"6225","2097","","false","false","60","Removed because follower more than maximum follower","","carllakinz"
"323","359","","false","false","107","Added to follower list.","","jasperveenkamp"
"1268","7484","","false","false","171","Added to follower list.","","polinkas_cakes"
"451","1697","","false","false","25","Added to follower list.","","picturesbytdh"
"524","3783","","false","false","18","Added to follower list.","","tjawabeatsmayne"
"254","253","","false","false","155","Added to follower list.","","toriaurichtphotography"
"684","533","","false","false","22","Added to follower list.","","fulo.f"
"236","1428","","false","true","30","Removed because private","","synii_dillon"
"81","566","","false","false","19","Added to follower list.","","girlpaowear"
"244","1031","","false","false","9","Added to follower list.","","alic3_fairy"
"11857","393","","false","false","70","Removed because follower more than maximum follower","","nicky_elisabeth"
"2705","1017","","false","false","71","Removed because follower more than maximum follower","","neeltjevtilburg"
"669","4780","","false","false","52","Added to follower list.","","hosseinrahimi200000f"
"22","136","","false","false","1","Removed because considered as bot","","imyour.dadbrody"
"2125","7053","","false","false","19","Removed because follower more than maximum follower","","wom_trend"
"109","223","","false","false","503","Added to follower list.","","junichiro0811"
"281","224","","false","false","4","Added to follower list.","","adam.kabzinski"
"1466","5847","","false","false","79","Added to follower list.","","l.tchenashoot"
"2962","7266","","false","false","81","Removed because follower more than maximum follower","","wiberta_international"
"113","238","","false","false","54","Added to follower list.","","n.andtheworld"
"1575","307","","false","false","120","Added to follower list.","","rooslondon"
"1561","7487","","false","false","826","Added to follower list.","","aboaljoodesa"
"165","734","","false","false","8","Added to follower list.","","joaogalindro"
"50","317","","false","false","2","Removed because considered as bot","","j_oliveira19"
"868","404","","false","false","44","Added to follower list.","","bjoern.s_photography"
"1170","3452","","false","false","26","Added to follower list.","","balukrishnagr007"
"291","381","","false","false","2","Removed because considered as bot","","kanebullock7"
"459","2018","","false","false","392","Added to follower list.","","familyfaithfood"
"583","907","","false","false","669","Added to follower list.","","kdsuasnabar"
"323","1085","","false","false","75","Added to follower list.","","emilie.grubbe"
"1022","2473","","false","false","93","Added to follower list.","","iskah.peru"
"29","155","","false","false","48","Added to follower list.","","blackandcolouredmanual"
"465","2133","","false","false","28","Added to follower list.","","claudiavegfestyoga"
"3355","7400","","false","false","89","Removed because follower more than maximum follower","","brimstum"
"632","1731","","false","false","111","Added to follower list.","","fadiel_achmad17"
"379","420","","false","false","50","Added to follower list.","","elizaveta__neiman"
"114","344","","false","false","15","Added to follower list.","","urban_store_figueres"
"96","837","","false","false","8","Added to follower list.","","fpz.3d"
"79","69","","false","false","69","Added to follower list.","","itsmejuliannegentry"
"646","285","","false","false","29","Added to follower list.","","vallurewine"
"276","367","","false","false","8","Added to follower list.","","brb._._._gone_adventuring"
"381","695","","false","true","167","Removed because private","","bollitochocolat"
"268","2596","","false","false","16","Added to follower list.","","itz_idara"
"951","5057","","false","false","6","Added to follower list.","","agoy_design"
"278","3951","","false","false","30","Added to follower list.","","euvlays1"
"818","1632","","false","false","27","Added to follower list.","","globe__world"
"231","2333","","false","false","59","Added to follower list.","","othnielbamba"
"3742","881","","false","false","32","Removed because follower more than maximum follower","","yashgarg1909"
"505","606","","false","false","46","Added to follower list.","","franchesca_lc"
"795","3345","","false","true","244","Removed because private","","fio_fio23"
"190","507","","false","false","7","Added to follower list.","","pedroaugustofs189"
"474","3026","","false","false","821","Added to follower list.","","mr_heffa"
"904","1635","","false","false","18","Added to follower list.","","creditglory"
"416","2887","","false","false","32","Added to follower list.","","antoniarusan7"
"170","478","","false","false","20","Added to follower list.","","justanywheree"
"771","509","","false","false","58","Added to follower list.","","christianbcole"
"1005","2362","","false","false","92","Added to follower list.","","ostrovhotel"
"80","699","","false","false","0","Removed because considered as bot","","myharamacc"
"328","1590","","false","false","97","Added to follower list.","","arenasarwen"
"601","1665","","false","false","47","Added to follower list.","","vintagesuntextiles"
"124","461","","false","false","10","Added to follower list.","","islamchakmakdji"
"8153","7488","","false","false","885","Removed because follower more than maximum follower","","theimagesguide"
"792","3934","","false","false","5","Added to follower list.","","melcumpaa"
"662","5144","","false","false","119","Added to follower list.","","ima.7delic"
"10364","7420","","false","false","10","Removed because follower more than maximum follower","","kxngmohaz"
"1031","481","","false","false","117","Added to follower list.","","cisko____"
